model,dataset,rank_bound,embedding_dim,p,q,feature_dim,seed,accuracy_score_val,macro_f1_val,micro_f1_val,auc_val,accuracy_score_test,macro_f1_test,micro_f1_test,auc_test,rank,accuracy_score_test_low_degree_nodes,macro_f1_test_low_degree_nodes,micro_f1_test_low_degree_nodes,auc_test_low_degree_nodes,accuracy_score_test_high_degree_nodes,macro_f1_test_high_degree_nodes,micro_f1_test_high_degree_nodes,auc_test_high_degree_nodes
sage,Coauthor-Physics,1.0,1.0,1.0,1.0,1.00000000,1.0,0.7534,0.4589,0.7534,0.5372,0.7534,0.7530,0.4644,0.7530,0.5412,0.7530,1.0000,0.6904,0.4599,0.6904,0.5382,0.6904,0.8156,0.4630,0.8156,0.5339,0.8156
gcn,Cora,32.0,32.0,1.0,1.0,1.00000000,1.0,0.7340,0.7138,0.7340,0.7479,0.7340,0.7520,0.7370,0.7520,0.7643,0.7520,32.0000,0.7180,0.6982,0.7180,0.7248,0.7180,0.7876,0.7702,0.7876,0.7977,0.7876
gcn,CiteSeer,32.0,32.0,1.0,1.0,1.00000000,1.0,0.6720,0.6223,0.6720,0.6280,0.6720,0.6760,0.6294,0.6760,0.6332,0.6760,32.0000,0.6520,0.6151,0.6520,0.6184,0.6520,0.7014,0.6397,0.7014,0.6446,0.7014
gcn,PubMed,32.0,32.0,1.0,1.0,1.00000000,1.0,0.8180,0.8156,0.8180,0.8268,0.8180,0.7880,0.7810,0.7880,0.7848,0.7880,31.0000,0.7980,0.7966,0.7980,0.8029,0.7980,0.7776,0.7614,0.7776,0.7619,0.7776
gcn,CoraFull,32.0,32.0,1.0,1.0,1.00000000,1.0,0.5181,0.2894,0.5181,0.3171,0.5181,0.5054,0.2905,0.5054,0.3174,0.5054,31.0000,0.4879,0.2677,0.4879,0.2993,0.4879,0.5230,0.3110,0.5230,0.3380,0.5230
gcn,Amazon-Computers,32.0,32.0,1.0,1.0,1.00000000,1.0,0.4802,0.1926,0.4802,0.2098,0.4802,0.4633,0.1875,0.4633,0.2060,0.4633,26.0000,0.3593,0.1330,0.3593,0.1518,0.3593,0.5670,0.2309,0.5670,0.2570,0.5670
gcn,Amazon-Photo,32.0,32.0,1.0,1.0,1.00000000,1.0,0.4389,0.2015,0.4389,0.2580,0.4389,0.4399,0.1934,0.4399,0.2485,0.4399,32.0000,0.4026,0.1485,0.4026,0.2130,0.4026,0.4777,0.2248,0.4777,0.2956,0.4777
gcn,CitationFull-DBLP,32.0,32.0,1.0,1.0,1.00000000,1.0,0.8369,0.7884,0.8369,0.7858,0.8369,0.8467,0.8041,0.8467,0.8003,0.8467,32.0000,0.8217,0.7789,0.8217,0.7697,0.8217,0.8718,0.8262,0.8718,0.8296,0.8718
gcn,Flickr,32.0,32.0,1.0,1.0,1.00000000,1.0,0.4492,0.1360,0.4492,0.1679,0.4492,0.4460,0.1343,0.4460,0.1667,0.4460,6.0000,0.4903,0.1275,0.4903,0.1586,0.4903,0.4018,0.1325,0.4018,0.1670,0.4018
gcn,Coauthor-CS,32.0,32.0,1.0,1.0,1.00000000,1.0,0.9332,0.9099,0.9332,0.8968,0.9332,0.9302,0.9104,0.9302,0.9001,0.9302,32.0000,0.9275,0.9016,0.9275,0.8931,0.9275,0.9329,0.9083,0.9329,0.9012,0.9329
gcn,Coauthor-Physics,32.0,32.0,1.0,1.0,1.00000000,1.0,0.9625,0.9511,0.9625,0.9500,0.9625,0.9542,0.9382,0.9542,0.9355,0.9542,31.0000,0.9362,0.9238,0.9362,0.9204,0.9362,0.9722,0.9394,0.9722,0.9347,0.9722
